data,tipo,modo,entrada,saida,quantidade,investido,valor_final,lucro_reais,lucro_pct,motivo
20/03/2026 01:14:25,VENDA,SIMULADO,365322.0,370846.0,0.00013,50.0,48.209979999999995,-1.7900200000000055,-3.5800400000000105,TAKE PROFIT
